Feature1,Feature2,Feature3,Feature4,Feature5,Category
58.135172173696695,51.53960178502956,37.05292410460549,92.23646362917543,228.50922775920728,A
37.69135683566045,27.268626120912614,16.831723761691915,103.40832444750976,251.31840117745776,C
52.27459934604129,45.99814003715875,27.077480431327544,103.2114796209973,196.86652344387585,A
63.07142754282428,44.808607760971334,34.855854745800514,100.0609204030683,194.93534830429968,B
33.92516765438772,29.789155013086592,23.45321322099526,108.73876339492699,202.10156489339545,A
51.84633858532304,48.68491397154794,33.68273632496602,123.81292549572683,234.85634907824573,A
52.598827942484235,29.72083985335094,28.191135881536322,118.99108270882647,172.1794059742828,C
57.8182287177731,42.2701066968661,25.308735622501658,70.30204063100193,207.15106948204357,C
37.63049289121918,32.989754948878044,16.990727780515677,48.9215773019609,229.25592889347288,A
36.795433869157236,28.421120165110825,17.127151836052597,118.68639822478548,215.03282509819536,B
55.21941565616898,46.03126189179173,32.039539258832214,72.66242603169158,205.6874484979623,A
52.96984673233186,39.35595145228639,28.52252381389124,95.50469196214632,230.03138277701424,A
52.504928503458764,42.436891740131514,28.740879986666737,76.59773947881281,118.90303121002289,B
53.46448209496975,41.99319949901541,30.803461235367973,63.9603912483996,220.33625958592722,C
43.19975278421509,40.39871253567111,23.272941078208,110.82925456409576,180.37772950617727,A
52.322536971610035,43.130133793794094,35.9661520719489,115.18310320605293,145.0810130943063,C
52.93072473298681,44.03259309676547,30.49421045416555,88.4697919854656,215.33607798574943,C
42.85648581973632,32.22580382517672,27.027246003976213,48.179154157101806,241.20975635488873,B
68.65774511144757,52.48816496879559,38.112616863667725,89.07511103495034,195.87654456116925,B
54.73832920911788,41.627872428196206,30.96652357635248,107.83608010805094,228.58623641608816,C
38.08696502797351,32.4418327342703,24.988352034918027,70.42176862451743,248.36834773965936,A
56.5655360863383,43.147506464969325,31.994088765547783,103.66719839558311,239.44743360752142,C
40.253183297726785,33.6514209226635,26.126885685334624,99.69380301654009,249.19893588114178,A
57.87084603742452,56.67368082316682,44.988186696746496,111.58582999202177,222.26382473215676,A
61.58595579007404,53.624388149217694,38.32315638325826,102.39160736828306,202.26300916704778,B
41.7931768164829,31.804423792347116,25.099111684997027,80.53862118236889,151.94102564308494,A
59.63376129244322,53.7130786447743,37.240212274193105,123.93143003328983,192.61812535610153,A
54.12780926936498,41.26187055038423,34.64377824706685,96.8294085394606,174.70260214051424,C
58.2206015999449,36.385858604066655,22.764531814609576,99.45390920980137,265.12828152493444,B
68.96792982653947,50.13391230664456,42.29750034629445,81.33464081853609,194.7234256270299,A
47.54611883997129,28.68293546684776,19.917423024216056,91.13435497616979,203.69614420353457,A
42.4626383564251,32.212543264933544,16.825679876981287,82.30394571946198,216.54456128121402,B
41.10485570374477,32.97597645894358,23.595601180903657,96.54107880153154,201.30807339117362,C
41.841897150345616,41.85570428165291,26.574786367257513,134.23416960284686,250.8515312129226,B
49.228982905858956,41.01782319350798,32.07505043141048,72.56197714137286,181.32051914796645,B
53.41151974816644,41.63371315448883,26.533103290932615,67.72877204246518,205.83822365711728,A
52.766907993300194,46.3605543005576,30.667654277531202,129.42340654987217,177.72588242905854,A
58.27183249036024,35.56178944724877,17.335089689292015,95.81352645696268,160.39932466337882,C
50.13001891877907,41.28208792556609,27.08823627089995,86.61854522680167,181.64692727284142,A
64.53534077157317,55.48259858669338,29.14230170416954,120.79809374792153,198.88889608854765,A
47.35343166762044,30.489814105197148,15.007258579695108,87.88768920526272,187.1209332644822,B
77.20169166589619,67.4801235487516,50.27774510870331,,179.22737060378432,A
56.25667347765006,46.69782081959212,35.83167520831781,113.55851742678539,157.810476089845,C
41.42842443583717,31.06629997916573,23.44824023255587,90.24177183708595,197.50683282113917,B
39.29107501938888,34.59676934604253,20.349833969712915,143.14616426531006,154.85838877906994,C
54.824724152431855,55.21324361096747,38.458425103109306,87.88570153993324,222.80167891068808,B
47.76537214674149,39.121628992685665,27.37073013851769,114.84190744018613,202.4731925880351,A
57.14000494092092,46.953106884238416,28.233716062196716,105.98585160812983,156.27345501605208,B
54.73237624573545,41.48909649888715,35.05596075628961,126.03482578797596,190.72372768850408,B
49.271710873431275,35.168146851421064,28.12715195829743,131.23022393453707,177.4353078322825,A
41.532062819315954,37.37732933817399,25.280273841403137,100.64008298131533,209.57523531257542,A
34.851527753141355,23.600803072968752,16.628105507056247,84.93164259307633,240.21351338069434,C
45.53485047932979,36.785711569560796,26.583529330482765,109.19944285878233,143.74482591062767,C
58.56398794323472,44.46290312076219,22.95709271083637,86.44569260495788,203.45078237442252,A
52.14093744130204,44.107649081773594,29.886644827159124,140.26774495053246,195.1960161330008,A
37.542612212880115,31.702400296738833,19.46374321572599,102.73070662165475,220.14020229351397,A
51.73180925851182,46.57314712809895,28.594722950089604,92.69356897375782,206.39589884713067,B
53.85317379728837,40.53245704355697,27.248318758946056,103.69360611729817,177.44092004783542,B
41.16142563798867,31.579765833924082,29.296582191144946,73.05747420940607,190.42838193000145,B
51.53725105945528,36.33598226865269,27.998559033124923,,176.11922429589532,A
50.58208718446,38.244203447187445,24.486226453900024,124.00827815888852,232.28021415795794,C
38.57029702169377,32.742740082579274,25.210249183230125,86.86211442057208,200.63934946015826,A
53.577873603482836,46.64724196601303,38.25049112255313,79.0617803463612,257.0357205725902,B
55.60784526368234,39.87544959005775,31.6113494446915,110.73305505054572,198.1801755855614,B
60.830512431752766,53.01243954593051,37.347229161832054,123.71408309325994,178.74779699268612,A
60.53802052034903,55.208605710303985,36.05827688639049,114.37906621330134,154.5885682216152,A
36.22330632042909,31.045819572461777,24.524966955177604,119.92095371611633,145.90580971232166,B
40.62174960084877,41.88137874346935,30.89090666211554,84.86409822861079,152.4759217098353,B
55.1503526720866,40.251336142151416,31.75670817961692,71.56378666516312,208.0137995303445,B
55.13785950912209,37.887014090740585,29.061597070246286,130.02667303910974,215.26175069689802,A
55.150476863060476,35.22678024592699,28.856957033426234,93.54640322315728,152.564278939036,B
88.52731490654722,78.3020734826837,52.67051059163631,94.98333967089906,226.85114942228347,B
55.70890510693167,47.83895236731563,38.75684291965824,126.56388283698115,185.50816844949682,C
61.35565640180599,48.80660176689251,34.955019655594356,111.1246001880132,204.40379035956647,A
59.54001763493203,49.03185723954472,42.62334355818237,109.11775544163216,248.36661884766272,C
56.51391251305798,39.58368477395451,24.95182806940988,143.30004689802166,226.90517947596595,C
46.84730755359654,49.70660594096137,41.73847937133395,87.12963539239715,191.94408056282504,B
57.589692204932675,46.717859673822275,33.494144905526184,118.55680256162475,173.26423323754136,A
42.27174785462428,34.36437225672389,21.44938856524893,101.14026249794169,135.44553796012084,B
47.63181393259991,41.734284265573386,27.278455649684084,105.37184557726513,178.4254004227274,A
45.14636452170897,38.52213777605074,25.684107210458237,130.56936852825064,193.66609283516917,C
50.81874139386323,41.77441323648624,30.93875305114803,110.15671512579247,170.38461418546447,A
73.14658566673509,54.56489625616152,40.286769331455055,110.76592158099265,196.06229098723085,B
31.32734807408252,27.419220244945993,16.898654155707877,121.45014674619604,202.30555648876305,B
56.86260190374514,54.90020400537128,38.33272443471596,92.70094540914229,193.25432054575765,B
33.87284128810349,33.82537326125768,32.24684271732783,83.21580665321987,180.4999225752962,A
45.280681342105666,44.190478206881515,37.843507425219904,79.10381611957934,205.05964015900184,C
60.889505969673664,46.15552639358301,34.05416315420423,60.67286821247996,213.25821948708227,C
50.64280019095463,35.5662160514708,25.04836514870236,141.12414259880643,167.28802767671462,A
39.22255222070694,30.749107176067312,22.004500330120162,77.93583268556634,242.3279713923881,B
42.84696290740032,34.55619488736373,26.64340831207628,95.57492752828456,197.04235603147214,C
56.79597748934676,50.907739583832154,31.544247447888882,94.46373400222159,200.56548868834543,B
42.69633368282864,25.694743797688812,16.956814508688787,106.14813395618202,221.24643269769672,A
52.16458589581975,49.379420313958875,27.89125792426085,116.31474425078594,206.99648393790505,B
50.45571839903814,39.57453522633557,29.299067148856015,117.2094697671949,228.59409901739735,C
43.483996523941826,32.65279186941636,25.445738067402417,88.33845122862124,208.61372495605474,C
71.43944089325325,52.09103083830176,34.53097573761374,96.65756572427178,181.62687876078687,B
,36.79706881921524,32.0538952266108,105.65159900976599,210.84510575618305,A
29.74857413342393,27.91471222654872,14.637235906574737,95.02617747632905,165.68821378038015,B
51.86454314769428,41.858224354097445,23.44325752702893,132.14691152039984,203.25679117329568,A
43.38213535231612,28.25590378314763,20.67693992244323,109.81949903276502,199.0031002806662,B
58.52433334796224,40.344072818051714,32.42924418308482,114.69755572099635,193.75649428182382,C
42.07479261567299,31.980910596087757,29.122348183092903,113.25762537334825,196.14387465683208,A
48.85263558533101,47.42721609471177,31.363514214822473,123.4694771497065,143.54452863507083,A
55.049872789804574,42.74194147502564,34.23408236624313,103.62043117407414,183.53825276777116,A
58.657551941701215,39.410326787770444,27.43319487343648,74.06336104088307,202.78534703423344,C
37.997035929442234,29.168913423124067,19.727730196423565,107.99375903505283,204.79569175992202,B
46.654987641590516,35.960372264534065,28.706900335120533,86.97286212416341,169.16974577222126,C
45.25054688839044,22.7160042960045,18.510494520856827,89.42766636500487,237.97123522594103,A
43.46670767426288,34.50189180682125,17.845755636837872,111.72728037510187,174.01475455356498,B
67.65454240281096,52.96896127120538,42.98443428874735,124.76566142867271,229.0837160158021,C
54.049817109609556,46.720885511754744,38.224985274818124,100.42543153472123,212.81583085615054,A
37.391160456649544,39.15770884004636,24.908145381994334,106.17666025197927,180.6131807046859,A
59.17861947054776,52.975720724176995,38.66621864067353,134.04429889270477,253.25932677828536,C
71.22156197012633,55.632806123326915,40.919085031459794,104.81506358977137,164.1908950473056,C
60.32465260551147,42.72709254070082,30.951659841786203,,227.57462520830003,C
34.80630034045987,40.7118392886172,26.29706688665036,111.31019291263088,230.01746954128936,A
45.15765927133749,36.42221958714243,22.80906023924749,64.78474481688365,179.88139372770064,C
62.669111491866225,50.20493565305771,35.04123867317461,115.06683242209066,241.77395900192985,A
42.92330534381219,34.218018839499734,28.643529264687274,107.62316769765556,192.4986045620314,C
54.43819428146229,44.54097922900911,33.35308607868411,125.79505508165491,208.6608088783957,A
57.74634053429337,45.475270367814986,30.350231929126064,113.46362702539916,207.80965516313663,A
40.730695284219166,29.716246192974154,23.888167177675285,97.23088032032453,195.97073775588356,B
49.404746439382,36.78950244530365,14.35848122919225,75.51403527421269,224.32424819479346,C
17.58732659930927,13.906094928367425,14.32932925134561,95.8195348542795,223.8046616165664,C
39.756123586657104,29.08777501365686,13.402587394447401,82.989590915814,147.54404080285457,A
47.4743184860684,34.41522587546889,22.640894347215696,88.38953100390555,239.13020728634459,A
37.52216818035151,30.54988568274069,16.906240399413907,111.7715680884122,150.12524035892977,A
66.32411303931636,51.784404344348815,31.070357138160542,133.39809008702812,230.97638613024972,B
35.69858622039367,36.07883391922839,29.898490892973946,107.89343059645962,233.8011541048275,B
45.599555133030165,23.224795064459073,14.386551739873784,76.0823387592963,167.27100709354406,A
51.30740577286091,46.50345887790104,33.938436741453586,108.89205336440281,187.67557136136244,C
64.41273289066116,57.76061227501708,40.244746276995215,123.93262973291303,166.82885994542193,C
35.6413784882056,18.14615162852374,14.610469448859103,87.80434191361236,193.55236909133794,B
61.63163752154959,47.591872046837935,33.62159799702758,97.31965666654165,190.75897147442777,B
50.10233061019587,38.22466015817774,21.62529321397014,100.29376389458395,223.3898159680802,A
40.18491348952049,25.110372318027288,21.56232790040766,84.30203373835519,239.30926238358825,C
54.62103474263271,39.807744356151794,25.890394716661003,112.96560867687718,241.87051432369867,A
51.9905969557347,36.039598337258624,19.00139124144203,97.58103702784437,183.13495920265095,B
43.99783122841205,43.95961719984776,29.059271396029782,108.39064887814055,193.72334378766416,C
50.69802084990019,45.23680864565746,37.66880521449747,82.25015644395799,149.4968542333715,C
46.1468640313824,43.27526670007671,33.69357365850767,91.25083399353178,175.82389800511433,B
51.13517345251248,44.51649908222617,29.766940819926877,114.44762715655543,228.94554899292373,A
56.62130674521047,39.651786540082234,26.359219760783848,92.54333695816466,248.46748470644695,A
65.86016816145352,50.06553319776395,33.75933303356523,134.5392770246681,162.96953384360233,C
37.62184501173151,32.5443488155248,31.08803610511072,92.00727628770795,182.22607222541316,B
71.33033374656267,50.95362795279041,37.1952813758795,104.49369451503772,199.20782729123218,C
30.479122004774982,27.948289754681927,21.283969417041625,118.65181663746179,208.4048347645882,B
48.482149049644164,37.58409224892466,30.42999839037463,71.63268534133937,175.71189440235062,A
55.883172064845766,42.832433614128625,30.93786016599609,64.78382376038448,212.7218313339227,B
52.809918677350325,45.802734782897716,31.02574576474559,69.4868737085981,185.7848195878725,A
43.77300480179406,37.23972039886545,25.2824048828659,125.25168206854364,199.56643187365162,B
47.918777496427246,36.5301911680464,25.284728779976223,88.96283708215107,216.38852744011098,C
45.06999065341167,41.85264153955058,29.147960131646037,151.16398571336504,200.19266809432813,A
44.106352430557884,29.879765306446824,23.826353889060698,88.71504802685223,186.90842328420294,C
58.496020970210246,49.87649481088952,35.121329910851856,103.69102606394074,196.71170588222506,C
53.57015485965047,45.8216301775623,35.00570143315593,130.8421990513575,197.34911122383994,A
43.070904047393455,32.90899104134481,22.713427408507037,140.12185776318245,188.89966910353616,A
58.995998754332504,48.827464114676594,34.493765641537976,141.23007153272795,192.23611811998694,C
53.072995208766095,36.20282828508636,17.349177061432023,124.16732461186285,247.9594151151415,C
58.1286211883896,51.12303204674619,39.451433131532255,120.48125051622925,216.82758343823716,C
,44.11252005317395,32.26471794081373,111.85053898402366,191.13559045912518,C
,30.754424810028226,25.520137806458365,115.56722152333276,220.90863213532208,A
44.39818959803031,40.76359780760869,16.94949695255132,88.97628567342933,189.9854153073197,A
57.472936051232615,42.456630388272295,38.07314009091351,83.63602233155386,235.19373912759923,C
56.10370265433465,37.840655641649924,25.93010043653425,99.93251085178096,211.08926576594283,B
49.79098406035852,32.0496413806673,26.867480233417176,96.59630754950143,196.78093567987312,B
51.17327383308782,43.968668823198456,26.618444467736794,90.9354390134545,213.43150777430833,A
62.77664895788425,43.81917240382599,33.12451630292847,,152.873715437945,C
44.0842861116417,44.04139979923519,26.615317606770002,119.10610417141021,166.19697593270584,C
55.470973811700375,33.96713200994169,21.281916564175965,101.76813772583695,164.18224980802833,A
47.97807347566106,46.86474062197904,40.46144385085247,129.55060162110524,204.2882928429112,B
47.8231879677278,39.31363771019534,26.75681679408335,77.1662177173299,251.97544998455277,B
60.9877685198719,48.30664925654556,34.68438597230078,96.12681081440564,266.93900438577896,B
58.2541634898803,43.87873535785949,34.19538567325666,85.66355358794391,219.14153304322272,A
58.135096360006386,48.50375765976546,35.93535791372624,62.6692676585388,215.0253342483337,B
63.05478807154329,50.255656945110395,35.78063548215158,98.34638628314602,145.96826797541783,A
50.21003841632759,45.68454014314468,33.439022110066176,97.56504983233432,183.71978600797934,A
56.81952971294964,46.02676201366992,41.83239575052204,130.26899486484263,176.36648744275283,C
46.89733243406544,38.26937475456174,26.558087140058873,112.61623369109554,181.37457205246653,B
53.24166352488442,40.77526975883826,29.347085018046652,79.51626351341591,194.9556854424563,A
48.698569456323156,38.67412744645319,31.27450679654768,137.08185132668376,185.83728266908616,B
50.96995964992718,42.314976564402045,34.04258732691336,124.42067391050706,140.62100568872637,B
55.95157025436914,36.21041424021219,30.095411190390053,111.64195406937232,222.437307683526,C
41.81779316766527,26.713307423603652,21.254236084639295,95.47031802300336,167.8177092278058,B
70.9238727568546,60.45541867559726,37.74677342199614,80.81121526553041,207.17740592333448,C
39.93982618500298,32.80618813864209,29.49805782625385,92.55586447857894,262.2224800924992,A
37.85811387212268,29.36657441593475,15.971220519079573,121.77497239408372,172.4184622524073,B
61.581108735000676,49.357056653327504,35.76048151828538,137.69172611869217,124.0913743176101,A
57.91662693962936,48.07121007851185,30.632743654880862,130.86487056544377,191.41987334359666,B
56.24119817052155,42.29416013487043,29.34935870803733,90.22301156427451,233.02878904995714,A
56.2834550926428,41.135240447102674,30.10971795418579,77.60765133421978,258.7504236266178,B
49.87753227153085,40.88125209271309,29.90230532670025,102.81772493822407,163.11351216642748,B
41.02745628514168,27.930101140038186,21.23875381496787,64.63121268874298,214.90097669709564,B
50.75804558193726,42.64770024412217,36.30823524712011,106.46335428369562,186.0406862965984,B
43.22838288487888,26.06978828671391,20.062989006755654,97.04794827402662,196.82154937087594,B
